"JU_M287_NAME";"击晕·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M211_NAME";"全开·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M256_NAME";"耐冲·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M087_NAME";"守势·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M126_NAME";"夺气·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_KYOHEKI_NAME";"强壁珠【2】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M058_NAME";"攻击珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>4</STYL>]"
"JU_RAIZOKU_NAME";"雷光珠【1】 [<STYL MOJI_YELLOW_DEFAULT>6</STYL>]"
"JU_M110_NAME";"铁壁·攻击珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_SINGAN_NAME";"心眼珠【2】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M138_NAME";"速纳·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M244_NAME";"缩短·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M030_NAME";"耐瘴珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_BOUGYO_NAME";"防御珠【1】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M025_NAME";"耐眠珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M143_NAME";"滑走·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M239_NAME";"超心·体力珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M071_NAME";"绝路·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M285_NAME";"昂扬·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_KIRYOKU_NAME";"早气珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M290_NAME";"拔刀·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M184_NAME";"缩短·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_TAISHIN_NAME";"耐震珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M054_NAME";"防御珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M114_NAME";"耐属·攻击珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M001_NAME";"转福珠【3】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M099_NAME";"跳跃·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_MIZU_NAME";"耐水珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_GUARDSEI_NAME";"铁壁珠【1】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_MUSHIUTI_NAME";"标本珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_MIKIRI_NAME";"达人珠【1】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M167_NAME";"铁壁·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M092_NAME";"友爱·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M215_NAME";"浑身·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M268_NAME";"底力·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_GENKIAT_NAME";"夺气珠【1】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_SOUTENUP_NAME";"增弹珠【2】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M029_NAME";"耐防珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M300_NAME";"痛击·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_BAKUHABIN_NAME";"爆瓶珠【3】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M155_NAME";"早气·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M083_NAME";"研磨·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M297_NAME";"转福·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_ENHUKU_NAME";"烟复珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_KOUIKI_NAME";"友爱珠【1】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M080_NAME";"跳跃·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M227_NAME";"击晕·体力珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_TOKUSYA_NAME";"特射珠【1】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M294_NAME";"逆上·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M240_NAME";"痛击·体力珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M196_NAME";"耐冲·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M193_NAME";"无伤·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M013_NAME";"破龙珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M248_NAME";"底力·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_SYOKUGAKU_NAME";"植学珠【1】 [<STYL MOJI_YELLOW_DEFAULT>4</STYL>]"
"JU_M134_NAME";"飞燕·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M179_NAME";"爆师·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M203_NAME";"耐震·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M051_NAME";"持续珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M181_NAME";"滑走·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M281_NAME";"匠·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M017_NAME";"爆破珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_KOUGEKI_NAME";"攻击珠【1】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M164_NAME";"夺气·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M218_NAME";"防音·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M050_NAME";"标本珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M095_NAME";"耐属·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_HIZOKU_NAME";"火炎珠【1】 [<STYL MOJI_YELLOW_DEFAULT>6</STYL>]"
"JU_M197_NAME";"转福·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M252_NAME";"挑战·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M135_NAME";"强走·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M247_NAME";"击晕·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M105_NAME";"滑走·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M277_NAME";"转福·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M066_NAME";"回避珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M037_NAME";"威吓珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M270_NAME";"拔刀·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M106_NAME";"守势·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M084_NAME";"爆师·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M276_NAME";"耐冲·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M159_NAME";"研磨·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M223_NAME";"耐震·体力珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M261_NAME";"匠·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_HARAHERI_NAME";"无食珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M192_NAME";"挑战·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M219_NAME";"超心·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_GOUZIN_NAME";"刚刃珠【2】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_NUMAWATARI_NAME";"沼渡珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M307_NAME";"受身珠【3】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M075_NAME";"投石·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M286_NAME";"重击·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M046_NAME";"鼓笛珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M188_NAME";"底力·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M021_NAME";"耐雷珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_RYUUZOKU_NAME";"破龙珠【1】 [<STYL MOJI_YELLOW_DEFAULT>6</STYL>]"
"JU_M008_NAME";"耐龙珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M163_NAME";"守势·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M232_NAME";"挑战·体力珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_MAHI_NAME";"耐麻珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_BOUDOWN_NAME";"耐防珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M173_NAME";"强走·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M209_NAME";"防风·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M012_NAME";"雷光珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M057_NAME";"防风珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M009_NAME";"火炎珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M212_NAME";"挑战·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M125_NAME";"守势·攻击珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M257_NAME";"转福·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_JUUGEKI_NAME";"重击珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M072_NAME";"铁壁·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M142_NAME";"茸好·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_KAMINARI_NAME";"耐雷珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M026_NAME";"耐绝珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M187_NAME";"击晕·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_HI_NAME";"耐火珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_MIMISEN_NAME";"防音珠【3】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M255_NAME";"浑身·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M260_NAME";"痛击·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M127_NAME";"逆境·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M060_NAME";"匠珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_TYOUSEN_NAME";"挑战珠【2】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_TAIJYUTSU_NAME";"体术珠【2】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M175_NAME";"跳跃·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M140_NAME";"研磨·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M288_NAME";"底力·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_FULPOWER_NAME";"无伤珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M069_NAME";"夺气·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M308_NAME";"削击珠【3】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M074_NAME";"节食·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_TYOKAISIN_NAME";"超心珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_FUE_NAME";"鼓笛珠【1】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M070_NAME";"逆境·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M067_NAME";"铁壁珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_DOKUBIN_NAME";"毒瓶珠【3】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M022_NAME";"耐龙珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_MUGEKI_NAME";"无击珠【2】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M253_NAME";"无伤·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M129_NAME";"铁壁·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M016_NAME";"睡眠珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M152_NAME";"耐属·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_INZYA_NAME";"潜伏珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M291_NAME";"全开·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M019_NAME";"耐水珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M130_NAME";"友爱·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_TIYU_NAME";"治愈珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M278_NAME";"防音·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_KANTUU_NAME";"贯通珠【3】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M139_NAME";"快吃·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M243_NAME";"耐震·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M202_NAME";"解放·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M205_NAME";"昂扬·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M177_NAME";"快吃·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M190_NAME";"拔刀·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_TOUSEKI_NAME";"投石珠【1】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M303_NAME";"环境珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M034_NAME";"威吓珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_KAIHIKYORI_NAME";"跳跃珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M079_NAME";"早气·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_KYUUKAKU_NAME";"嗅觉珠【1】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M117_NAME";"早气·攻击珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M265_NAME";"昂扬·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M165_NAME";"逆境·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M220_NAME";"痛击·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M217_NAME";"转福·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M004_NAME";"耐火珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M049_NAME";"环境珠3【4】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M104_NAME";"茸好·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M195_NAME";"浑身·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M150_NAME";"节食·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M052_NAME";"防御珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>4</STYL>]"
"JU_M102_NAME";"研磨·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M263_NAME";"耐震·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M119_NAME";"速纳·攻击珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M180_NAME";"茸好·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_TANSYUKU_NAME";"缩短珠【2】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_TAIRYOKU_NAME";"体力珠【1】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_KAGO_NAME";"加护珠【1】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M293_NAME";"无伤·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M077_NAME";"飞燕·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M132_NAME";"投石·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M305_NAME";"耐寒珠【2】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_M082_NAME";"快吃·体术珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M059_NAME";"达人珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>4</STYL>]"
"JU_SUIMINBIN_NAME";"眠瓶珠【3】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_GYAKKYOU_NAME";"逆境珠【1】 [<STYL MOJI_YELLOW_DEFAULT>1</STYL>]"
"JU_BAKUSHI_NAME";"爆师珠【1】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M062_NAME";"挑战珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>4</STYL>]"
"JU_M170_NAME";"投石·匠珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M122_NAME";"爆师·攻击珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M014_NAME";"毒珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M207_NAME";"击晕·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M200_NAME";"痛击·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M137_NAME";"跳跃·达人珠【4】 [<STYL MOJI_YELLOW_DEFAULT>7</STYL>]"
"JU_M245_NAME";"昂扬·整备珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M298_NAME";"防音·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M097_NAME";"强走·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M210_NAME";"拔刀·治愈珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_HOUSYU_NAME";"炮手珠【1】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
"JU_M235_NAME";"浑身·体力珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M160_NAME";"爆师·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M283_NAME";"耐震·回避珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M185_NAME";"昂扬·加护珠【4】 [<STYL MOJI_YELLOW_DEFAULT>5</STYL>]"
"JU_M147_NAME";"绝路·解放珠【4】 [<STYL MOJI_YELLOW_DEFAULT>3</STYL>]"
"JU_M024_NAME";"耐麻珠2【4】 [<STYL MOJI_YELLOW_DEFAULT>2</STYL>]"
